数据表,,qy_fault_process,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,cardno,卡号,yy_wait_list,,
数据表,,health_education_article,健康宣教-文章知识库表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,idcardfronturl,身份证正面照地址,nw_nursing_worker,健康医疗数据规范-个人属性数据-人口统计信息-住址,
数据表,,cons_backlog,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,m_msg_subscribe,消息订阅表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,o_payorder,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,pb_fjmi_out_bill,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,sv_questionflow,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,sys_groovyscript,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,m_msgsource,消息来源表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,cons_consult_msg_read,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,b_like_article,,,,
字段,,tel,电话,b_behos_checkin,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operatorname,操作人名称,health_education_article_collect_release_channel,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,price,金额,presc_check,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,ptname,患者姓名,r_medical_appoint_water,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,base_dept_ex,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,idcardnational,身份证反面照片,b_user_escort,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
数据表,,p_fundauth_unfreeze,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,qrtz_cron_triggers,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,,dict_external,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,sys_sensitive_words,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,医生名称,b_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,itemcode,预约项目代码,yy_nat_water,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,mobile,,m_fast_reply_record,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,cons_doctor_subject,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,paymoney,支付金额/退费金额,p_his_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptcode,科室代码,net_doctor_evaluation,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,qy_question_item,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,monitor_user,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,操作人名称,m_fast_reply_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,wheelchairdeptid,轮椅科室id,w_wheelchair_user_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,,p_fundauth_freeze,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,nw_nursing_worker_label,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,cardno,就诊卡,net_water,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,id,检验检查编号,r_medical_appoint_water,健康医疗数据规范-个人属性数据-个人身份信息-各类检查检验相关单号,
字段,,dealby,处理人,p_bill_check,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,svn_template_question,问题,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,idno,患者证件号,r_online_med,,
字段,,medicalcardno,医保卡号,mi_medicalins,健康医疗数据规范-个人属性数据-个人身份信息-社保卡,
字段,,operatorname,操作人名称,b_failure_report_reply,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,fromusername,提交回复用户名称,b_failure_report_reply,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,deptid,,cons_doctor_subject,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,totalfee,总金额（分）,mi_medicalins,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,ai_tencent_predx_report,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,org_id,机构ID,svn_template_subject,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,operatorname,,ev_message_old,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,m_autoreplay,自动回复,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,secondarydiagnosis,副诊断,presc_associate,,
字段,,sex,1男2女0未知,sys_user,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,rf_std_reportdate,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,birthdate,"出生日期 yyyy-MM-dd",yy_wait_list,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,payprice,支付金额(分),o_refund_review,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,bankno,银行卡号,p_bill_merch_rf,健康医疗数据规范-个人属性数据-个人身份信息-银行卡号,
字段,,mobile,联系电话,monitor_user,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,username,用户,b_behos_user,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,,sys_user_message,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,sys_mch,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,指定医生名称,b_failure_report,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,userid,患者用户id,b_doctor_member,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,mi_medicalins,,,健康医疗数据规范-个人属性数据-个人身份信息-社保卡;健康医疗数据规范-个人属性数据-个人身份信息-住院号;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,guardianname,监护人姓名,o_order_member,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,phoneorpc,,sv_sample,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,b_cardbag_copy1,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,deptid,科室代码,b_doctor_member,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,,mi_medicalins,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,refunduser,退款人员,o_refund_review,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,membername,,nw_nursing_water,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,sys_user_query,自定义用户筛选条件表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,cons_schedule,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,health_education_article_comment,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,ip,修改用户密码的ip,sys_login_info,,
字段,,operatorname,,svn_visit_temp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人姓名,cons_consult_prescorder,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,m_sms_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,,sv_sample,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,sys_client_app,,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,svn_schedule_node_subject,x7f计划任务节点对应的问卷,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,sys_user_quickmenu,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,user_name,用户名,svn_sample,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,dept_name,科室名称,base_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,qr_guide_2022,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,m_sms_type,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,pb_pos_bill_import_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operationname,手术名,mc_mcopy_case,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,operatorname,,pb_pos_bill,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,医生名称,q_queueinfo,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,sv_config,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,ps_profit_share_queue,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,tb_setting,基本设置,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,disposeoperatorname,处置操作人姓名,pb_fjmi_bill_check,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,tel,医生电话,b_doctor,健康医疗数据规范-个人属性数据-医护人员信息-联系电话,
字段,,deptname,科室名称,presc_order_item,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,rf_reportdate,,,,
字段,,outdeptname,出院科室名,tb_mcopy_case,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,r_medical_appoint_water,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,thirdparthorgcode,机构ID,sys_user_bind,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,operatorname,操作人名称,r_online_ask,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,医生名称,o_order_extension,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptid,科室唯一ID,b_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operator_name,操作人名称,svn_template_subject,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,b_hospital,,,,健康医疗数据规范-卫生资源数据-医院基本数据
数据表,,sys_config,系统配置信息表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人名称,pl_bind_plateno,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,b_user_member,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人姓名,qy_msg_push,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,yy_limit,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,price,支付金额,o_payorder_copy1,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,mobile,手机,svn_sample,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,cashfee,现金金额（分）,mi_medicalins,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,mobile,手机号,sys_messagerecord,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,deptname,咨询科室名称,svn_visit_temp,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,refundprice,申请退费金额(分),o_refund_review,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,telephone,联系电话,mc_express_order,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,price,咨询服务价格,r_online_med,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,,cons_backlog,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,transactionno,支付的交易流水号,o_refund_review,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,operatorname,操作人名称,yy_number,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,transamount,交易金额,pb_pos_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptname,出入科室,b_user_escort,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,r_dictionary,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,teachtitle,"教学职称 ：0 专家、1 教授、2 副教授、3 讲师、4 未知",b_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
数据表,,cons_visit_temp_sub,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,titlename,职称名字,cons_doctor_ex,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
字段,,gender,性别,cons_consult_room_user,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,b_user_member_old,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,idcardno,身份证号码,nw_nursing_worker,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,operatorname,,cons_doctor_subject,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,tb_copy_purpose,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,refunduser,退款人员,p_refund_review,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,nw_nursing_worker,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,mc_mcopy_user,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,deptcode,科室代码,yy_wait_rule,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,r_online_med,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptname,科室名称,net_doctor_evaluation,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,telephone,科室电话,w_wheelchair_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,nw_nursing_config,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,c_activity_member,活动参与人员关联表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,project,项目名称,o_order_item,,
字段,,deptname,部门名称s,qy_member_copy1,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,b_user_member,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qrtz_job_details,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,pd_dept_performance,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,cons_consult_room,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,b_article,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,cons_dept_ex,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,ps_profit_share_bak,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,me_rule,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人姓名,m_msg_instation,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,mobile,手机号,b_provingcode_old,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,birthday,生日,mc_mcopy_user,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,operatorname,,tb_transaction_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,医生名称,yy_wait_list,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,cons_fast_reply,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,,sys_dict_type,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,cons_consult_water,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,b_failure_report_sort,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,cardno,卡号,yy_nat_water,,
字段,,cardno,卡号,tb_mcopy_user,,
字段,,lastrentidcardno,最后租用者身份证,w_wheelchair,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
数据表,,sys_ip_config,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,o_order_item,,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,titlecode,职称代码,cons_doctor_ex,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
字段,,payprice,,pb_out_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,idcardno,身份证号（用于省立CA认证）,sys_user,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,membername,,m_sms_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,tb_mcopy_log,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,nw_apply_refund_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,cardno,卡号,o_selfrefund_record,,
字段,,returnprice,回退金额,ps_profit_share_return,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,,b_user_collect,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人姓名,sys_user_quickmenu,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,hisprice,his应收/应退金额（分）,p_bill_check,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptid,,cons_dept_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,escortmembername,陪护人姓名,b_user_escort,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,olddiagname,患者原诊断名称,r_online_med,,
数据表,,health_education_article_disease,健康宣教文章疾病关联表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,deptid,归属科室,pd_user,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,ssn,社保卡号,yy_water,健康医疗数据规范-个人属性数据-个人身份信息-社保卡,
数据表,,m_msg_instation,站内消息,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,membername,,m_fast_reply_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,b_user_member_auth,成员授权表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,dept_alias,科室别名,base_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,deptid,咨询科室代码,cons_consult_water,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,memberid,B_MEMBER主键,ai_tencent_predx_report,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operatorname,操作人姓名,sys_config,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,tb_apply_no,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,username,患者姓名,net_logistics_water,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,base_dept,科室,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,me_medexam_water,体检流水表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-健康状态数据-检验检查数据
字段,,mobile,手机号码,yy_wait_list,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,sex,患者性别,yy_water,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,operatorname,操作人名称,b_member_collect,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,yy_cancel,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,cardno,卡号,cons_visit_plan,,
数据表,,diy_medical_team,医疗团队表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,p_bill,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,nw_member_ex,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,visitdocname,医师姓名,r_online_ask,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptname,归属科室,w_wheelchair,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,refundprice,申请退费金额(分),p_refund_review,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,,tx_pregnant,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,创建人姓名,m_fast_reply,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,depts,JSON科室集合,presc_check,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,insurancefee,医保金额（分）,mi_medicalins,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,sys_messagerecord,消息记录表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,sys_menu,菜单管理,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,pb_mch_bill,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
字段,,operatorname,,cons_end_apply,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,health_education_article_collect,健康宣教文章收藏表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operator_name,操作人名称,svn_question_item,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,address,详细地址,mc_express_order,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,dootel,联系电话,b_doctor_ex,健康医疗数据规范-个人属性数据-医护人员信息-联系电话,
字段,,operatorname,操作者名称,tb_mcopy_case,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,prescprice,处方费用（分）,presc_order_transfer,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,nw_nursing_serve,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,diagname,患者本次诊断名称,r_online_med,,
数据表,,ps_profit_share_return,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,idcardno,身份证号码,o_order_member,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
数据表,,b_doctor_ex,医生扩展表,,健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-联系电话;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-个人身份信息-身份证,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,b_user_collect,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,visitdocname,医师姓名,r_online_med,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,,presc_order,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,price,物流单金额（分）,net_logistics_water,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,pd_user_performance,绩效分发-人员绩效管理,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,account,账号,base_doctor_account,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
字段,,operatorname,,cons_visit_temp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人姓名,qy_question_item,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,userid,添加标签的用户,b_label,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,mc_copy_purpose,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,mobile,联系方式（手机号）,p_bill_notify,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,tb_copy_content,复印内容,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,医生名称,yy_lock,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名字,ca_sign_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,birthnumber,出生证号码,b_patient,,
字段,,fromdeptnames,提交用户所属科室名称，多个逗号分隔,b_failure_report_reply,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,doctorname,咨询医生姓名,cons_visit_temp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,m_batch_push,消息批量发送记录表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,itemname,预约项目名称,yy_nat_water,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
